matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
big_dual.mtx,bfp8,89858,0.005184,0.00576,1.11111,2,-1,0,bfp8_blocks+bf16_residual,ok
big_dual.mtx,auto,89858,0.009248,0.003872,0.418685,1.00009,-1,0,dict_u8_lossless,ok
cage_G_06.mtx,bfp8,174,0.00384,0.003808,0.991667,2,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_06.mtx,auto,174,0.005376,0.004512,0.839286,1.04598,-1,0,dict_u8_lossless,ok
cage_G_14.mtx,bfp8,174,0.003904,0.00384,0.983607,2,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_14.mtx,auto,174,0.00384,0.003808,0.991667,1.04598,-1,0,dict_u8_lossless,ok
cage_G_22.mtx,bfp8,174,0.003936,0.004448,1.13008,2,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_22.mtx,auto,174,0.005952,0.005024,0.844086,1.04598,-1,0,dict_u8_lossless,ok
cage_G_30.mtx,bfp8,1860,0.00384,0.003808,0.991667,1.9957,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_30.mtx,auto,1860,0.003808,0.00384,1.0084,1.0043,-1,0,dict_u8_lossless,ok
cage_G_38.mtx,bfp8,350,0.003808,0.003808,1,1.97714,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_38.mtx,auto,350,0.003904,0.003872,0.991803,1.02286,-1,0,dict_u8_lossless,ok
crack.mtx,bfp8,60760,0.00384,0.00384,1,1.9985,-1,0,bfp8_blocks+bf16_residual,ok
crack.mtx,auto,60760,0.00608,0.00384,0.631579,1.00013,-1,0,dict_u8_lossless,ok
netz4504_dual.mtx,bfp8,2342,0.005216,0.00384,0.736196,1.99573,-1,0,bfp8_blocks+bf16_residual,ok
netz4504_dual.mtx,auto,2342,0.003872,0.003808,0.983471,1.00342,-1,0,dict_u8_lossless,ok
se_G_07.mtx,bfp8,1532,0.003808,0.00384,1.0084,2,-1,0,bfp8_blocks+bf16_residual,ok
se_G_07.mtx,auto,1532,0.00496,0.0048,0.967742,1.00522,-1,0,dict_u8_lossless,ok
stufe.mtx,bfp8,3736,0.004928,0.00448,0.909091,1.98501,-1,0,bfp8_blocks+bf16_residual,ok
stufe.mtx,auto,3736,0.003904,0.003808,0.97541,1.00214,-1,0,dict_u8_lossless,ok
net25.mtx,bfp8,401200,0.008768,0.012288,1.40146,1.72339,-1,0,bfp8_blocks+bf16_residual,ok
net25.mtx,auto,401200,0.012704,0.00656,0.516373,1.00002,-1,0,dict_u8_lossless,ok
bfwa398.mtx,bfp8,3678,0.004096,0.00432,1.05469,1.77787,-1,0,bfp8_blocks+bf16_residual,ok
bfwa398.mtx,auto,3678,0.004576,0.004224,0.923077,1.20011,-1,0,dict_u8_lossless,ok
cdde1.mtx,bfp8,4681,0.00384,0.003872,1.00833,1.58449,-1,0,bfp8_blocks+bf16_residual,ok
cdde1.mtx,auto,4681,0.004128,0.00384,0.930233,1.00855,-1,0,dict_u8_lossless,ok
