matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
L.mtx,bfp8,3640,0.005056,0.004192,0.829114,1.97995,-1,0,bfp8_blocks+bf16_residual,ok
L.mtx,auto,3640,0.005504,0.003424,0.622093,1.0022,-1,0,dict_u8_lossless,ok
cage_G_03.mtx,bfp8,72,0.00384,0.00384,1,1.88889,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_03.mtx,auto,72,0.004608,0.004736,1.02778,1.11111,-1,0,dict_u8_lossless,ok
cage_G_11.mtx,bfp8,174,0.004576,0.003936,0.86014,1.95402,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_11.mtx,auto,174,0.003872,0.003904,1.00826,1.04598,-1,0,dict_u8_lossless,ok
cage_G_19.mtx,bfp8,174,0.003808,0.003904,1.02521,2,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_19.mtx,auto,174,0.003808,0.003808,1,1.04598,-1,0,dict_u8_lossless,ok
cage_G_27.mtx,bfp8,378,0.003872,0.003808,0.983471,2,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_27.mtx,auto,378,0.00384,0.003808,0.991667,1.02116,-1,0,dict_u8_lossless,ok
cage_G_35.mtx,bfp8,150,0.003808,0.003808,1,1.89333,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_35.mtx,auto,150,0.003808,0.005056,1.32773,1.05333,-1,0,dict_u8_lossless,ok
cage_G_43.mtx,bfp8,1820,0.004032,0.007904,1.96032,1.9956,-1,0,bfp8_blocks+bf16_residual,ok
cage_G_43.mtx,auto,1820,0.003808,0.004032,1.05882,1.0044,-1,0,dict_u8_lossless,ok
grid2.mtx,bfp8,12864,0.00528,0.005312,1.00606,1.99246,-1,0,bfp8_blocks+bf16_residual,ok
grid2.mtx,auto,12864,0.00384,0.00384,1,1.00062,-1,0,dict_u8_lossless,ok
se_G_04.mtx,bfp8,186,0.005728,0.004704,0.821229,2,-1,0,bfp8_blocks+bf16_residual,ok
se_G_04.mtx,auto,186,0.004608,0.004192,0.909722,1.04301,-1,0,dict_u8_lossless,ok
se_G_12.mtx,bfp8,49146,0.005056,0.005504,1.08861,2,-1,0,bfp8_blocks+bf16_residual,ok
se_G_12.mtx,auto,49146,0.00384,0.003808,0.991667,1.00016,-1,0,dict_u8_lossless,ok
Alemdar.mtx,bfp8,42581,0.00576,0.00576,1,2,-1,0,bfp8_blocks+bf16_residual,ok
Alemdar.mtx,auto,42581,0.005568,0.005856,1.05172,1.00038,-1,0,dict_u8_lossless,ok
jazz.mtx,bfp8,5484,0.008064,0.008416,1.04365,1.8512,-1,0,bfp8_blocks+bf16_residual,ok
jazz.mtx,auto,5484,0.007968,0.006432,0.807229,1.00146,-1,0,dict_u8_lossless,ok
bfwb782.mtx,bfp8,5982,0.006336,0.00608,0.959596,1.75677,-1,0,bfp8_blocks+bf16_residual,ok
bfwb782.mtx,auto,5982,0.007424,0.005728,0.771552,1.13106,-1,0,dict_u8_lossless,ok
cdde6.mtx,bfp8,4681,0.006432,0.004064,0.631841,1.58449,-1,0,bfp8_blocks+bf16_residual,ok
cdde6.mtx,auto,4681,0.004064,0.00384,0.944882,1.00855,-1,0,dict_u8_lossless,ok
