matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
cage_G_36.mtx,bfp8,210,0.00528,0.004576,0.866667,1.79048,3.32919e-05,1,bfp8_blocks+bf16_residual,ok
cage_G_36.mtx,bfp8_outlier,210,0.005024,0.003872,0.770701,1.79048,3.32919e-05,1,bfp8_outlier_blocks+bf16_residual,ok
cage_G_36.mtx,auto,210,0.004352,0.004544,1.04412,1.0381,0,1,dict_u8_lossless,ok
nasa4704.mtx,bfp8,104756,0.007712,0.007712,1,1.44553,5.7718e-05,1,bfp8_blocks+bf16_residual,ok
nasa4704.mtx,bfp8_outlier,104756,0.008352,0.008416,1.00766,1.44553,5.7718e-05,1,bfp8_outlier_blocks+bf16_residual,ok
nasa4704.mtx,auto,104756,0.006624,0.005984,0.903382,1.00008,0,1,dict_u8_lossless,ok
ash608.mtx,bfp8,1216,0.00432,0.004736,1.0963,1.81579,5.72205e-05,1,bfp8_blocks+bf16_residual,ok
ash608.mtx,bfp8_outlier,1216,0.00384,0.003808,0.991667,1.81579,5.72205e-05,1,bfp8_outlier_blocks+bf16_residual,ok
ash608.mtx,auto,1216,0.003776,0.003872,1.02542,1.00658,0,1,dict_u8_lossless,ok
can_229.mtx,bfp8,1777,0.004288,0.004384,1.02239,1.32921,5.93856e-05,1,bfp8_blocks+bf16_residual,ok
can_229.mtx,bfp8_outlier,1777,0.006976,0.005248,0.752294,1.32921,5.93856e-05,1,bfp8_outlier_blocks+bf16_residual,ok
can_229.mtx,auto,1777,0.004672,0.004384,0.938356,1.0045,0,1,dict_u8_lossless,ok
can_715.mtx,bfp8,6665,0.006432,0.006176,0.960199,1.55859,6.10352e-05,1,bfp8_blocks+bf16_residual,ok
can_715.mtx,bfp8_outlier,6665,0.008992,0.007968,0.886121,1.55859,6.10352e-05,1,bfp8_outlier_blocks+bf16_residual,ok
can_715.mtx,auto,6665,0.008224,0.006208,0.754864,1.0012,0,1,dict_u8_lossless,ok
dwt_1005.mtx,bfp8,8621,0.00448,0.004512,1.00714,1.56386,3.77454e-05,1,bfp8_blocks+bf16_residual,ok
dwt_1005.mtx,bfp8_outlier,8621,0.004448,0.004672,1.05036,1.56386,3.77454e-05,1,bfp8_outlier_blocks+bf16_residual,ok
dwt_1005.mtx,auto,8621,0.007328,0.004544,0.620087,1.00093,0,1,dict_u8_lossless,ok
dwt_245.mtx,bfp8,1461,0.004,0.004128,1.032,1.53593,5.68737e-05,1,bfp8_blocks+bf16_residual,ok
dwt_245.mtx,bfp8_outlier,1461,0.00608,0.005952,0.978947,1.53593,5.68737e-05,1,bfp8_outlier_blocks+bf16_residual,ok
dwt_245.mtx,auto,1461,0.004416,0.004128,0.934783,1.00548,0,1,dict_u8_lossless,ok
dwt_512.mtx,bfp8,3502,0.005984,0.005824,0.973262,1.56511,6.76694e-05,1,bfp8_blocks+bf16_residual,ok
dwt_512.mtx,bfp8_outlier,3502,0.005664,0.005408,0.954802,1.56511,6.76694e-05,1,bfp8_outlier_blocks+bf16_residual,ok
dwt_512.mtx,auto,3502,0.007232,0.004416,0.610619,1.00228,0,1,dict_u8_lossless,ok
dwt_87.mtx,bfp8,541,0.003872,0.00384,0.991736,1.67468,5.924e-05,1,bfp8_blocks+bf16_residual,ok
dwt_87.mtx,bfp8_outlier,541,0.003904,0.003808,0.97541,1.67468,5.924e-05,1,bfp8_outlier_blocks+bf16_residual,ok
dwt_87.mtx,auto,541,0.00416,0.003904,0.938462,1.01479,0,1,dict_u8_lossless,ok
jagmesh3.mtx,bfp8,7361,0.00384,0.00384,1,1.69855,4.47591e-05,1,bfp8_blocks+bf16_residual,ok
jagmesh3.mtx,bfp8_outlier,7361,0.005984,0.003936,0.657754,1.69855,4.47591e-05,1,bfp8_outlier_blocks+bf16_residual,ok
jagmesh3.mtx,auto,7361,0.004352,0.003872,0.889706,1.00109,0,1,dict_u8_lossless,ok
jgl011.mtx,bfp8,76,0.003808,0.00384,1.0084,1.25,6.65838e-05,1,bfp8_blocks+bf16_residual,ok
jgl011.mtx,bfp8_outlier,76,0.00384,0.003904,1.01667,1.25,6.65838e-05,1,bfp8_outlier_blocks+bf16_residual,ok
jgl011.mtx,auto,76,0.003872,0.00448,1.15702,1.10526,0,1,dict_u8_lossless,ok
lshp1561.mtx,bfp8,10681,0.003872,0.004032,1.04132,1.61886,4.57764e-05,1,bfp8_blocks+bf16_residual,ok
lshp1561.mtx,bfp8_outlier,10681,0.00384,0.003936,1.025,1.61886,4.57764e-05,1,bfp8_outlier_blocks+bf16_residual,ok
lshp1561.mtx,auto,10681,0.004384,0.003904,0.890511,1.00075,0,1,dict_u8_lossless,ok
lshp_577.mtx,bfp8,3889,0.004032,0.004064,1.00794,1.59038,4.40021e-05,1,bfp8_blocks+bf16_residual,ok
lshp_577.mtx,bfp8_outlier,3889,0.00704,0.004032,0.572727,1.59038,4.40021e-05,1,bfp8_outlier_blocks+bf16_residual,ok
lshp_577.mtx,auto,3889,0.006816,0.005376,0.788732,1.00206,0,1,dict_u8_lossless,ok
bibd_13_6.mtx,bfp8,25740,0.01424,0.013024,0.914607,1.41729,5.38545e-05,1,bfp8_blocks+bf16_residual,ok
bibd_13_6.mtx,bfp8_outlier,25740,0.014752,0.014752,1,1.41729,5.38545e-05,1,bfp8_outlier_blocks+bf16_residual,ok
bibd_13_6.mtx,auto,25740,0.021792,0.015104,0.693098,1.00031,0,1,dict_u8_lossless,ok
aa01.mtx,bfp8,72965,0.013984,0.014048,1.00458,1.74947,6.17705e-05,1,bfp8_blocks+bf16_residual,ok
aa01.mtx,bfp8_outlier,72965,0.015488,0.014784,0.954545,1.74947,6.17705e-05,1,bfp8_outlier_blocks+bf16_residual,ok
aa01.mtx,auto,72965,0.019168,0.014816,0.772955,1.00011,0,1,dict_u8_lossless,ok
mycielskian10.mtx,bfp8,44392,0.012544,0.012544,1,1.65649,5.54011e-05,1,bfp8_blocks+bf16_residual,ok
mycielskian10.mtx,bfp8_outlier,44392,0.012,0.012,1,1.65649,5.54011e-05,1,bfp8_outlier_blocks+bf16_residual,ok
mycielskian10.mtx,auto,44392,0.017216,0.013248,0.769517,1.00018,0,1,dict_u8_lossless,ok
mycielskian8.mtx,bfp8,4720,0.008768,0.009088,1.0365,1.63856,6.10352e-05,1,bfp8_blocks+bf16_residual,ok
mycielskian8.mtx,bfp8_outlier,4720,0.009376,0.008608,0.918089,1.63856,6.10352e-05,1,bfp8_outlier_blocks+bf16_residual,ok
mycielskian8.mtx,auto,4720,0.008736,0.008032,0.919414,1.00169,0,1,dict_u8_lossless,ok
Tina_DisCal.mtx,bfp8,41,0.00448,0.003968,0.885714,1.43902,6.10352e-05,1,bfp8_blocks+bf16_residual,ok
Tina_DisCal.mtx,bfp8_outlier,41,0.003872,0.00384,0.991736,1.43902,6.10352e-05,1,bfp8_outlier_blocks+bf16_residual,ok
Tina_DisCal.mtx,auto,41,0.003808,0.00384,1.0084,1.19512,0,1,dict_u8_lossless,ok
sphere3.mtx,bfp8,1794,0.006624,0.004736,0.714976,1.89632,6.10352e-05,1,bfp8_blocks+bf16_residual,ok
sphere3.mtx,bfp8_outlier,1794,0.003808,0.003936,1.03361,1.89632,6.10352e-05,1,bfp8_outlier_blocks+bf16_residual,ok
sphere3.mtx,auto,1794,0.00624,0.006208,0.994872,1.00446,0,1,dict_u8_lossless,ok
G34.mtx,bfp8,8000,0.004768,0.003232,0.677852,2,0,1,bfp8_blocks+bf16_residual,ok
G34.mtx,bfp8_outlier,8000,0.003904,0.003808,0.97541,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
G34.mtx,auto,8000,0.003872,0.003808,0.983471,1.002,0,1,dict_u8_lossless,ok
Franz6.mtx,bfp8,45456,0.003872,0.003904,1.00826,2,0,1,bfp8_blocks+bf16_residual,ok
Franz6.mtx,bfp8_outlier,45456,0.004448,0.005088,1.14388,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
Franz6.mtx,auto,45456,0.00384,0.003776,0.983333,1.00035,0,1,dict_u8_lossless,ok
cis-n4c6-b1.mtx,bfp8,420,0.003808,0.003904,1.02521,1.89524,3.05176e-05,1,bfp8_blocks+bf16_residual,ok
cis-n4c6-b1.mtx,bfp8_outlier,420,0.00384,0.003776,0.983333,1.89524,3.05176e-05,1,bfp8_outlier_blocks+bf16_residual,ok
cis-n4c6-b1.mtx,auto,420,0.004448,0.004672,1.05036,1.0381,0,1,dict_u8_lossless,ok
n3c4-b3.mtx,bfp8,60,0.003872,0.00384,0.991736,1.7,8.87784e-05,1,bfp8_blocks+bf16_residual,ok
n3c4-b3.mtx,bfp8_outlier,60,0.00384,0.003808,0.991667,1.7,8.87784e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n3c4-b3.mtx,auto,60,0.004704,0.004576,0.972789,1.26667,0,1,dict_u8_lossless,ok
n3c6-b1.mtx,bfp8,210,0.00384,0.00384,1,1.79524,3.48772e-05,1,bfp8_blocks+bf16_residual,ok
n3c6-b1.mtx,bfp8_outlier,210,0.00384,0.003808,0.991667,1.79524,3.48772e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n3c6-b1.mtx,auto,210,0.005248,0.004064,0.77439,1.07619,0,1,dict_u8_lossless,ok
lpi_ceria3d.mtx,bfp8,21178,0.011136,0.01136,1.02011,1.92195,6.39885e-05,1,bfp8_blocks+bf16_residual,ok
lpi_ceria3d.mtx,bfp8_outlier,21178,0.011232,0.011168,0.994302,1.92195,6.39885e-05,1,bfp8_outlier_blocks+bf16_residual,ok
lpi_ceria3d.mtx,auto,21178,0.012512,0.009696,0.774936,1.00076,0,1,dict_u8_lossless,ok
ww_36_pmec_36_B.mtx,bfp8,1,0.00384,0.003936,1.025,2,0.000976538,1,bfp8_blocks+bf16_residual,ok
ww_36_pmec_36_B.mtx,bfp8_outlier,1,0.005856,0.00528,0.901639,2,0.000976538,1,bfp8_outlier_blocks+bf16_residual,ok
ww_36_pmec_36_B.mtx,auto,1,0.004384,0.00544,1.24088,9,4.37101e-08,1,dict_u8_lossless,ok
lp_cre_d.mtx,bfp8,246614,0.011776,0.011072,0.940217,1.99993,0.0024677,1,bfp8_blocks+bf16_residual,ok
lp_cre_d.mtx,bfp8_outlier,246614,0.010752,0.008864,0.824405,1.99993,0.0024677,1,bfp8_outlier_blocks+bf16_residual,ok
lp_cre_d.mtx,auto,246614,0.01248,0.008896,0.71282,1.00646,2.34751e-07,1,dict_u8_lossless,ok
ncvxqp9.mtx,bfp8,54040,0.00384,0.003904,1.01667,2,0.00206347,1,bfp8_blocks+bf16_residual,ok
ncvxqp9.mtx,bfp8_outlier,54040,0.003872,0.00384,0.991736,2,0.00206347,1,bfp8_outlier_blocks+bf16_residual,ok
ncvxqp9.mtx,auto,54040,0.003808,0.00384,1.0084,2,0.00206347,1,bfp8_blocks+bf16_residual,ok
usps_norm_5NN.mtx,bfp8,81112,0.00384,0.00432,1.125,2,0.0018976,1,bfp8_blocks+bf16_residual,ok
usps_norm_5NN.mtx,bfp8_outlier,81112,0.003872,0.004352,1.12397,2,0.0018976,1,bfp8_outlier_blocks+bf16_residual,ok
usps_norm_5NN.mtx,auto,81112,0.006304,0.004352,0.690355,2,0.0018976,1,bfp8_blocks+bf16_residual,ok
deter4.mtx,bfp8,19231,0.006656,0.006848,1.02885,2,0.00262295,1,bfp8_blocks+bf16_residual,ok
deter4.mtx,bfp8_outlier,19231,0.004352,0.004576,1.05147,2,0.00262295,1,bfp8_outlier_blocks+bf16_residual,ok
deter4.mtx,auto,19231,0.004384,0.00464,1.05839,2,0.00262295,1,bfp8_blocks+bf16_residual,ok
stormg2-27.mtx,bfp8,94274,0.00432,0.00464,1.07407,1.9992,0.00107114,1,bfp8_blocks+bf16_residual,ok
stormg2-27.mtx,bfp8_outlier,94274,0.00464,0.004736,1.02069,1.9992,0.00107114,1,bfp8_outlier_blocks+bf16_residual,ok
stormg2-27.mtx,auto,94274,0.007424,0.004672,0.62931,1.0084,3.9473e-08,1,dict_u8_lossless,ok
geom.mtx,bfp8,23796,0.005856,0.005984,1.02186,2,0,1,bfp8_blocks+bf16_residual,ok
geom.mtx,bfp8_outlier,23796,0.006496,0.007552,1.16256,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
geom.mtx,auto,23796,0.009248,0.007648,0.82699,1.01412,0,1,dict_u8_lossless,ok
sx-superuser_C2Q.mtx,bfp8,291030,0.01232,0.012768,1.03636,2,0.00198151,1,bfp8_blocks+bf16_residual,ok
