matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
ex3sta1.mtx,bfp8,678998,0.016832,0.015904,0.944867,1.93792,3.63054e-05,1,bfp8_blocks+bf16_residual,ok
ex3sta1.mtx,bfp8_outlier,678998,0.01648,0.017376,1.05437,1.93792,3.63054e-05,1,bfp8_outlier_blocks+bf16_residual,ok
ex3sta1.mtx,auto,678998,0.022048,0.01872,0.849057,1.00001,0,1,dict_u8_lossless,ok
pwt.mtx,bfp8,326107,0.007264,0.007776,1.07048,1.63809,5.40311e-05,1,bfp8_blocks+bf16_residual,ok
pwt.mtx,bfp8_outlier,326107,0.006784,0.005856,0.863208,1.63809,5.40311e-05,1,bfp8_outlier_blocks+bf16_residual,ok
pwt.mtx,auto,326107,0.007488,0.005952,0.794872,1.00002,0,1,dict_u8_lossless,ok
blckhole.mtx,bfp8,14872,0.003904,0.004128,1.05738,1.72398,3.10724e-05,1,bfp8_blocks+bf16_residual,ok
blckhole.mtx,bfp8_outlier,14872,0.004032,0.00416,1.03175,1.72398,3.10724e-05,1,bfp8_outlier_blocks+bf16_residual,ok
blckhole.mtx,auto,14872,0.005792,0.006464,1.11602,1.00054,0,1,dict_u8_lossless,ok
can_292.mtx,bfp8,2540,0.004704,0.005888,1.2517,1.62047,3.45482e-05,1,bfp8_blocks+bf16_residual,ok
can_292.mtx,bfp8_outlier,2540,0.004704,0.006208,1.31973,1.62047,3.45482e-05,1,bfp8_outlier_blocks+bf16_residual,ok
can_292.mtx,auto,2540,0.005856,0.005856,1,1.00315,0,1,dict_u8_lossless,ok
cegb2919.mtx,bfp8,321543,0.0104,0.010912,1.04923,1.17129,5.60864e-05,1,bfp8_blocks+bf16_residual,ok
cegb2919.mtx,bfp8_outlier,321543,0.01264,0.01744,1.37975,1.17129,5.60864e-05,1,bfp8_outlier_blocks+bf16_residual,ok
cegb2919.mtx,auto,321543,0.015648,0.010976,0.701431,1.00002,0,1,dict_u8_lossless,ok
dwt_193.mtx,bfp8,3493,0.00592,0.005856,0.989189,1.43745,5.68737e-05,1,bfp8_blocks+bf16_residual,ok
dwt_193.mtx,bfp8_outlier,3493,0.006944,0.007488,1.07834,1.43745,5.68737e-05,1,bfp8_outlier_blocks+bf16_residual,ok
