matrix,matrix_bytes,operator_name,requested_operator,operator_family,operator_promotion_status,operator_runner,verify_gate,layout,effective_layout,value_codec,value_codec_effective,value_codec_auto_selected,value_codec_auto_unique_count,value_codec_auto_unique_overflow,value_codec_auto_raw_payload_bytes,value_codec_auto_candidate_payload_bytes,status,failure_class,rows,cols,nnz,work_items,gpu_num_blocks,position_payload_bytes,value_exact,value_codebook_size,value_payload_bytes,value_bytes_per_nnz,avg_ms,min_ms,gpu_convert_event_ms,value_codec_auto_select_event_ms,col_bitmap_pack_event_ms,load_balance_pack_event_ms,value_codec_auto_select_host_ms,value_pack_host_ms,cusparse_preprocess_event_ms,verify_cpu,spmv_output_rel_err,elapsed_s,error
L.mtx,17101,original_lb,original_lb,load_balanced_traversal,promoted,bitbsr_original_traversal,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,original,original,false,0,false,0,0,ok,none,956,956,3640,120,1481,11848,true,0,29120,8,0.0076,0.0070,0.1853,0.0000,0.0121,0.0876,0.0000,0.0000,,SKIP,,3.087,
L.mtx,17101,all_one_lb,auto_lossless_lb,lossless_value_specialized,buildable_needs_report,bitbsr_value_specialized,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,auto_lossless,all_one,true,1,false,29120,0,ok,none,956,956,3640,120,1481,11848,true,0,0,0,0.0077,0.0068,0.1777,0.2212,0.0114,0.0795,0.2408,0.0852,,SKIP,,2.052,
L.mtx,17101,fp16_lb,fp16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,fp16,fp16,false,0,false,0,0,ok,none,956,956,3640,120,1481,11848,false,0,7280,2,0.0070,0.0061,0.1908,0.0000,0.0112,0.0828,0.0000,0.1188,,SKIP,,2.036,
L.mtx,17101,bf16_lb,bf16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bf16,bf16,false,0,false,0,0,ok,none,956,956,3640,120,1481,11848,false,0,7280,2,0.0071,0.0063,0.1824,0.0000,0.0120,0.0813,0.0000,0.1084,,SKIP,,2.061,
L.mtx,17101,bfp8_lb,bfp8_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp8,bfp8,false,0,false,0,0,ok,none,956,956,3640,120,1481,11848,false,0,6602,1.81374,0.0079,0.0065,0.1806,0.0000,0.0117,0.0828,0.0000,0.1543,,SKIP,,1.954,
L.mtx,17101,bfp8_outlier_lb,bfp8_outlier_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp8_outlier,bfp8_outlier,false,0,false,0,0,ok,none,956,956,3640,120,1481,11848,false,0,6602,1.81374,0.0080,0.0067,0.1873,0.0000,0.0119,0.0848,0.0000,0.2861,,SKIP,,1.564,
L.mtx,17101,bfp4_lb,bfp4_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bfp4,bfp4,false,0,false,0,0,ok,none,956,956,3640,120,1481,11848,false,0,4782,1.31374,0.0107,0.0091,0.1973,0.0000,0.0116,0.0865,0.0000,0.1635,,SKIP,,1.873,
L.mtx,17101,hybrid_lb,hybrid_lb,structural_hybrid,promoted,csr_bitbsr_fused_lb,exact_abs_or_rel,csr_bitbsr_fused_lb,csr_bitbsr_fused_lb,original,raw_double,false,,,,,ok,none,956,956,3640,120,1481,,1,0,29120,8,0.0063,0.0044,,,0.0000,0.0000,,,0.0000,SKIP,,2.349,
L.mtx,17101,cusparse_csr,cusparse_default,external_baseline,external_baseline,cusparse_csr,exact_abs_or_rel,cusparse_csr,cusparse_csr,original,original,false,,,,,ok,none,956,956,3640,0,0,18388,true,0,29120,8,0.0143,0.0102,0.0000,,0.0000,0.0000,,0.0000,0.1392,SKIP,,2.292,
cage_G_03.mtx,555,original_lb,original_lb,load_balanced_traversal,promoted,bitbsr_original_traversal,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,original,original,false,0,false,0,0,ok,none,24,24,72,3,16,128,true,0,576,8,0.0057,0.0044,0.1793,0.0000,0.0111,0.0901,0.0000,0.0000,,SKIP,,1.994,
cage_G_03.mtx,555,all_one_lb,auto_lossless_lb,lossless_value_specialized,buildable_needs_report,bitbsr_value_specialized,exact_abs_or_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,auto_lossless,all_one,true,1,false,576,0,ok,none,24,24,72,3,16,128,true,0,0,0,0.0058,0.0051,0.1652,0.1300,0.0124,0.0833,0.1508,0.0413,,SKIP,,2.181,
cage_G_03.mtx,555,fp16_lb,fp16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,fp16,fp16,false,0,false,0,0,ok,none,24,24,72,3,16,128,false,0,144,2,0.0051,0.0043,0.1784,0.0000,0.0126,0.0954,0.0000,0.0574,,SKIP,,2.174,
cage_G_03.mtx,555,bf16_lb,bf16_lb,controlled_lossy_value_specialized,buildable_needs_report,bitbsr_value_specialized,spmv_max_rel,col_bitmap64_flag_lb,col_bitmap64_flag_lb,bf16,bf16,false,0,false,0,0,ok,none,24,24,72,3,16,128,false,0,144,2,0.0052,0.0044,0.1766,0.0000,0.0150,0.0938,0.0000,0.0565,,SKIP,,2.282,
